val_loss,"[0.06879706417231585, 0.06750553009059013, 0.036159171153231376, 0.027190324878121768, 0.02215678999818599, 0.026301868408687985, 0.018659228238782712, 0.019023084761786633, 0.011479446091554346, 0.014651705129075264, 0.01083908107706355, 0.038881108911635424, 0.02427965948745552, 0.013562659500323154, 0.012813357611139836, 0.019864232869980094, 0.008123109496360388, 0.008707925636502384, 0.018306690931690107, 0.01896814105050819, 0.009569902637727208, 0.009816805847827258, 0.007165736206997142, 0.05763977052090968, 0.008236159726723185, 0.008287206919016011]"
val_acc,"[0.9749131624370134, 0.9752991137841364, 0.9868776541978225, 0.991123119016174, 0.9918950217104198, 0.9918950217104198, 0.9938247784460341, 0.9934388270989112, 0.9961404865287713, 0.9965264378758941, 0.9969123892230171, 0.9857198001564538, 0.9930528757517884, 0.9969123892230171, 0.9976842919172628, 0.9934388270989112, 0.9969123892230171, 0.9972983405701399, 0.9965264378758941, 0.9965264378758941, 0.9969123892230171, 0.9976842919172628, 0.9969123892230171, 0.9907371676690512, 0.9976842919172628, 0.9969123892230171]"
loss,"[0.09804479264966684, 0.039942012699126096, 0.03634582067004942, 0.025650956065007096, 0.029399312009211982, 0.03569875316173501, 0.020717059713775337, 0.016026138996054862, 0.010306916796810171, 0.023277890329033688, 0.007222808286845526, 0.00961728454037912, 0.013247825391666995, 0.007378168470531092, 0.006418881097650158, 0.013763470255604279, 0.005055942105306299, 0.0037040149496876105, 0.007526444957229744, 0.0019320524034421764, 0.0017744084493101027, 0.002762646365457292, 0.0007210626313520765, 0.00858675016027511, 0.004968349068056407, 0.00036611426067206066]"
acc,"[0.9672843098907921, 0.9883227183181009, 0.9894807958402727, 0.9919899638049783, 0.9917969508846164, 0.9892877829199108, 0.994016599468779, 0.9958502222122176, 0.9971048061945705, 0.9933410542331316, 0.9983593901769233, 0.9971048061945705, 0.9970082997343895, 0.9980698707963803, 0.9980698707963803, 0.9967187803394659, 0.9981663772565613, 0.9991314418583711, 0.9978768578760183, 0.9993244547787331, 0.9994209612389141, 0.9991314418583711, 0.999806987079638, 0.9978768578760183, 0.9989384289380092, 1.0]"
