,ts,target
1675,"[ 8.05971129e-23 -3.78443596e-22  1.78376305e-22 ... -1.46040161e-22
  1.65574582e-22 -2.99654447e-24]",1
1676,"[-4.76630658e-24 -1.28765413e-22  6.46584940e-23 ...  7.80421128e-23
  3.72800379e-23  3.54049265e-23]",1
1677,"[ 4.27355023e-22 -3.70754334e-22 -2.22318923e-23 ... -1.46830280e-22
  1.17421438e-22  3.13867885e-22]",1
1678,"[ 3.41501583e-22 -8.23796034e-22  5.04261814e-22 ... -6.16990056e-22
 -7.56926245e-23  1.91477096e-22]",0
1679,"[ 4.06152824e-22  1.08185334e-22  3.61329491e-22 ...  3.00321669e-22
 -2.56528137e-23 -1.09579095e-22]",0
1680,"[-1.61697977e-22  1.79214354e-22 -3.71179876e-23 ...  2.30439209e-22
  9.23478333e-23 -9.55456438e-23]",1
1681,"[-5.33487719e-23  1.14654441e-23  8.06982399e-23 ... -1.09611391e-23
 -2.46795784e-23  6.15299885e-23]",1
1682,"[-8.60304526e-23  8.94438662e-23  2.86473295e-24 ...  1.59448366e-22
 -1.03518751e-22  8.46781708e-23]",1
1683,"[ 1.57282293e-22 -2.48435313e-23 -1.31712225e-22 ...  3.32488536e-24
  5.95019981e-23 -4.08119117e-23]",1
1684,"[ 2.38830857e-22  1.67557675e-23 -1.08173334e-22 ...  3.46746216e-22
 -1.21524484e-22  1.19188528e-22]",1
1685,"[-1.27340344e-23  3.16680117e-22 -1.98457585e-22 ... -1.97148630e-22
  2.48888252e-22 -1.72031720e-22]",0
1686,"[-4.04383110e-22  4.37840768e-22 -1.40524365e-22 ... -6.35265397e-23
 -1.28372257e-22 -9.93745903e-23]",0
1687,"[ 1.17960010e-22 -1.54381957e-22 -1.83683696e-22 ... -9.41148129e-23
  3.47757996e-22  2.49071557e-22]",1
1688,"[-1.36316627e-22 -5.30150337e-24 -1.66914261e-22 ...  3.70171003e-23
 -1.14560195e-22  6.15719888e-23]",1
1689,"[ 4.13971513e-24 -8.38332525e-23  8.01587940e-23 ...  2.81655993e-22
 -2.26374167e-22 -3.90910122e-23]",1
1690,"[-2.50742374e-22 -1.34815552e-22  1.75928678e-22 ...  1.72222886e-22
 -7.86837355e-23 -3.47696183e-23]",1
1691,"[ 6.02682563e-23 -3.21139724e-23  6.30628532e-23 ...  5.61623089e-23
  6.46338107e-23  2.20627653e-24]",1
1692,"[-1.09466993e-22  7.73089647e-23  1.00617579e-22 ...  2.92731561e-23
  3.39937703e-23 -1.10758560e-22]",0
1693,"[ 2.07841199e-23 -1.80244495e-22 -2.88185843e-23 ... -1.66500222e-23
 -8.00983883e-24 -1.07092166e-22]",0
1694,"[ 2.21813763e-23  3.96556713e-22 -1.64757776e-22 ...  1.08526794e-22
 -4.90834734e-23 -2.54266987e-22]",1
1695,"[-5.61121381e-22  3.10165342e-22  1.16766354e-22 ... -4.95500592e-23
 -1.84612152e-22  9.94591546e-23]",1
1696,"[-2.10775211e-22  1.12894064e-22 -1.44916563e-22 ... -5.79377459e-23
  2.87782894e-22  1.48698625e-23]",1
1697,"[-8.20906326e-23  7.13357335e-23  6.38683619e-24 ... -1.78054072e-22
  8.87518620e-23  2.13067215e-23]",1
1698,"[ 6.70141950e-23 -1.21272001e-22 -4.54427136e-23 ... -8.00139228e-23
  1.43315822e-23  6.72377700e-23]",1
1699,"[-2.09273176e-23  1.32822151e-22 -4.09410105e-23 ...  2.60662563e-22
 -5.55112223e-23 -2.04919947e-22]",0
1700,"[ 2.33686967e-23 -1.31138621e-22  3.11942199e-22 ...  6.71944807e-23
  2.17298994e-23  7.87423273e-23]",0
1701,"[-7.27713941e-23  9.38776251e-23 -1.17012858e-23 ... -1.38687382e-22
  3.26582785e-23 -1.69914800e-22]",1
1702,"[ 2.61211529e-23 -2.63168160e-22  8.47138969e-23 ... -4.58555803e-22
  2.41665961e-22 -6.16725114e-23]",1
1703,"[ 3.08232425e-22 -1.85190440e-22  1.79862211e-22 ...  5.68381204e-23
 -2.69279247e-22  2.39172200e-22]",1
1704,"[ 7.86911440e-23 -1.08514027e-22 -2.08341568e-23 ... -2.17367862e-23
  4.20631096e-23  1.05406366e-22]",1
1705,"[-3.97749079e-22  1.35773482e-22  2.46784268e-23 ... -1.68120091e-22
  7.32049996e-23  2.81596693e-23]",1
1706,"[ 7.05350514e-23 -1.55272494e-22  2.20885483e-22 ... -1.23573483e-22
  2.02190410e-22 -4.09170171e-22]",0
1707,"[ 3.63792678e-23 -3.68391753e-22  1.47813316e-23 ...  1.34658272e-22
 -3.97337948e-22  7.04346204e-23]",0
1708,"[-3.79437471e-22  4.39599702e-22 -2.33891458e-22 ...  4.95935086e-23
 -3.00890219e-22  1.61470840e-23]",1
1709,"[ 2.39632343e-22 -1.85648212e-22 -1.28090604e-23 ... -1.61486517e-23
  2.47849657e-23 -1.98504106e-22]",1
1710,"[-1.78500093e-23  3.45448769e-23 -1.11162045e-22 ... -4.31748799e-23
  5.92049229e-23  2.13818721e-23]",1
1711,"[ 1.18061315e-22 -1.12936162e-22  7.21410403e-24 ...  4.28502868e-23
 -6.84589563e-23 -6.01283934e-23]",1
1712,"[-7.11249708e-23  1.11748472e-22  2.05587479e-22 ...  2.76138144e-22
 -3.61829999e-23  3.30794617e-22]",1
1713,"[ 9.05720488e-24 -8.37025521e-23  1.85950553e-22 ...  1.09316354e-22
 -5.08575575e-22  4.37126573e-22]",0
1714,"[ 1.28922699e-23 -1.28267911e-22  1.83211891e-22 ... -5.70912241e-23
 -1.10537669e-22  1.47640027e-22]",0
1715,"[ 1.55335614e-22 -3.27415455e-23  4.07720945e-23 ... -1.91820022e-22
 -2.45671233e-22  7.28259901e-23]",1
1716,"[-1.14022850e-22 -9.21913808e-23 -7.23390019e-23 ... -1.94293189e-23
 -8.48476371e-23 -7.36159846e-23]",1
1717,"[-2.98465462e-22  2.97716540e-22 -2.22772146e-22 ...  3.21388302e-22
 -9.43525673e-23  1.36625969e-22]",1
1718,"[ 9.58455150e-23 -4.12542259e-23 -1.93246568e-22 ...  9.01772764e-24
  1.10097378e-23  1.31742441e-23]",1
1719,"[-5.50889645e-23  1.04459037e-22 -8.40659293e-23 ...  1.60263136e-22
 -4.45219648e-23  1.27692879e-23]",1
1720,"[-1.20127934e-22  5.46095100e-23  2.49777022e-23 ...  1.10726207e-23
 -1.50973003e-22  7.93132573e-23]",0
1721,"[-1.81575746e-22 -5.94267060e-23  6.53843097e-23 ...  5.95300585e-23
 -1.23287610e-23  6.02204540e-24]",0
1722,"[ 5.21633087e-23  2.23512304e-22 -1.17643848e-22 ...  1.30019399e-22
 -1.55067986e-22 -5.10586506e-23]",1
1723,"[ 9.53526294e-23 -1.04327430e-22 -4.19749596e-23 ...  2.88472277e-22
 -4.38299121e-22  2.88867366e-23]",1
1724,"[-9.81778185e-23  2.26948153e-22  1.09533731e-23 ... -7.09612381e-23
  1.80927370e-23 -9.00212631e-23]",1
1725,"[ 4.31720198e-22 -2.00068893e-22  2.71588355e-22 ... -3.61550310e-22
 -1.91626793e-22 -3.61104083e-22]",1
1726,"[-1.19377765e-22  4.85168226e-22 -2.58813549e-24 ...  3.17264348e-22
 -4.38311471e-22  1.79341671e-22]",1
1727,"[-9.46528783e-23  2.36361811e-22 -6.74060384e-23 ...  6.34046351e-23
  1.44142284e-22 -6.84721038e-23]",0
1728,"[-2.39556471e-22 -2.48003287e-22 -2.26498981e-23 ...  5.89383272e-23
 -3.22997002e-22 -1.74112695e-22]",0
1729,"[ 1.57209784e-22 -5.56339191e-23  1.05620792e-22 ... -1.17810276e-22
  3.19987304e-22 -8.09905771e-24]",1
1730,"[-9.90385166e-23 -5.68336560e-23 -6.27347547e-24 ... -1.72384421e-22
  1.22227421e-22  3.00649542e-23]",1
1731,"[-5.66968486e-23  5.68978782e-23 -3.47330570e-22 ...  1.83973371e-22
  6.71021088e-23 -1.18834460e-22]",1
1732,"[-1.77892878e-22  1.62850291e-22 -1.22505379e-22 ...  1.32777800e-22
  2.90258276e-23 -2.62449476e-22]",1
1733,"[ 3.62808871e-22 -1.97777472e-22  1.13880128e-22 ... -2.59284709e-23
 -2.93034501e-22  2.51439938e-22]",1
1734,"[-3.22541569e-22 -1.46421061e-22  1.07907375e-22 ...  7.05645371e-23
  5.61196760e-23  1.09995113e-23]",0
1735,"[-7.75091292e-23 -9.97608306e-23  4.63439986e-23 ... -2.19382966e-22
  7.49999608e-23 -6.58730070e-23]",0
1736,"[ 1.65625827e-23  2.79558913e-23 -7.72762306e-23 ...  6.46832024e-23
  1.12946342e-22 -1.71669290e-22]",1
1737,"[-5.12529250e-24  2.33016520e-23 -2.18848654e-22 ...  1.72268362e-22
 -2.51465031e-23  2.53338759e-22]",1
1738,"[-5.60183200e-23  3.70940370e-22 -8.61349342e-23 ... -2.13796807e-22
 -8.62524400e-24 -1.07258739e-23]",1
1739,"[-2.33133407e-23  5.96516205e-23  6.37783215e-23 ...  3.36622630e-22
 -1.14441264e-22  7.48651125e-23]",1
1740,"[-5.07955063e-23 -8.01868633e-23  4.87156519e-23 ...  6.97438773e-23
 -2.65511399e-22  1.33452354e-22]",1
1741,"[-1.85774062e-22  1.87794396e-22 -4.89999308e-23 ... -1.25392899e-23
 -4.82182872e-23 -1.51839124e-23]",0
1742,"[ 2.93932927e-23 -1.31236771e-23  3.03804256e-23 ... -1.67146936e-22
  3.31324011e-22 -2.59018796e-22]",0
1743,"[-3.47762793e-23 -2.13524465e-22  2.93172214e-22 ...  1.81827072e-22
  3.11943546e-23 -9.46612476e-23]",1
1744,"[-8.85906195e-24  3.65479048e-23  1.04735727e-22 ... -6.43732599e-23
 -2.32948202e-22  2.10354405e-24]",1
1745,"[-1.35234784e-22 -2.18337417e-22  2.07049071e-22 ...  2.46288616e-22
 -2.80060825e-23 -1.81367252e-24]",1
1746,"[-3.90718099e-23  3.66935942e-23 -2.23053805e-22 ...  4.52499702e-24
  3.78841264e-22 -5.21845594e-22]",1
1747,"[-2.02222845e-22  5.15704419e-24  1.56015452e-22 ... -3.02359698e-22
 -9.85211638e-23 -1.22870277e-22]",1
1748,"[-9.89191812e-23  3.56058471e-22 -7.15233748e-23 ... -3.45647848e-22
  1.45830332e-22 -1.91719926e-22]",0
1749,"[ 2.06519242e-22  1.79230869e-22 -2.06576337e-23 ... -8.36470525e-23
 -1.04817132e-22 -1.41520847e-22]",0
1750,"[-1.12901703e-22  1.73048869e-23 -8.48507402e-24 ...  1.13855636e-23
  7.91315292e-23  3.58771630e-23]",1
1751,"[ 5.23326371e-23 -3.30700289e-22  3.50613323e-22 ... -6.27658284e-23
  2.24067452e-23  1.55012845e-22]",1
1752,"[ 2.56037688e-23  6.69082541e-24  6.90089586e-23 ...  7.13199967e-23
 -6.75039497e-23 -3.32386276e-23]",1
1753,"[-2.42819803e-23  7.00381658e-23 -7.48724336e-23 ... -1.55672115e-22
 -1.51326511e-23 -5.22121174e-23]",1
1754,"[-3.00779701e-22  5.11644238e-22 -2.65658599e-22 ... -3.62190559e-22
  1.65230647e-22 -7.54922752e-23]",1
1755,"[ 1.91593623e-22 -1.01828277e-22  1.96392530e-22 ...  4.38699806e-22
  1.23316132e-22 -2.40949889e-22]",0
1756,"[-3.39546638e-22  2.42256843e-22 -4.79844330e-22 ... -1.84818854e-22
 -4.74169735e-23  6.48097491e-24]",0
1757,"[ 1.98171707e-23  4.35801536e-24 -1.41009601e-22 ...  6.11511505e-23
 -6.88676743e-23  1.56065300e-22]",1
1758,"[-6.34019459e-23 -8.38776454e-23  1.69625955e-22 ... -4.83189602e-23
  3.66227488e-24 -3.50633466e-23]",1
1759,"[ 7.19877948e-23  2.37079826e-22  1.23156629e-22 ...  9.07230116e-23
  8.34298954e-23 -5.05102223e-23]",1
1760,"[ 3.02790177e-22 -5.56900095e-23 -2.07118653e-22 ...  1.69523055e-22
 -3.05939651e-23 -1.75391610e-22]",1
1761,"[-2.15732227e-22  1.45190676e-22  4.84394803e-23 ... -1.05624862e-22
  9.03630903e-23  1.77928549e-22]",1
1762,"[ 2.12297721e-22  1.57441402e-22 -4.73373224e-23 ... -1.12364249e-22
 -1.24450594e-22 -5.53095545e-23]",0
1763,"[-1.21548329e-23  3.07817448e-23 -1.96971921e-22 ... -2.23281659e-22
  1.19414066e-22 -8.42159397e-23]",0
1764,"[ 4.13412756e-23  2.13157165e-22  5.32218774e-24 ...  3.20291386e-22
 -9.48937114e-23 -3.92076775e-23]",1
1765,"[ 4.19998093e-23 -3.17961024e-23 -2.38339955e-22 ... -1.68177173e-22
  8.71577819e-23  4.62549118e-23]",1
1766,"[-9.98873898e-23 -1.47880443e-22 -6.83804244e-23 ...  2.50532548e-22
 -1.59373805e-22  2.10593672e-23]",1
1767,"[ 1.16186224e-22 -3.23563325e-22  3.98930747e-22 ...  1.52298884e-22
  8.11828446e-23  3.51265962e-23]",1
1768,"[ 1.43691580e-23 -3.24552078e-22 -2.19313751e-22 ... -4.39614956e-22
  3.84009426e-22 -2.70026778e-22]",1
1769,"[ 2.29517558e-22 -7.20290541e-23 -7.41832004e-23 ...  7.26529373e-23
  1.85311824e-22 -1.06578171e-22]",0
1770,"[ 6.90217263e-22 -3.17391350e-22 -1.08000960e-22 ... -2.01681319e-22
  1.05428536e-22 -6.76503155e-23]",0
1771,"[-1.53296362e-22  1.96971024e-22  9.49393872e-24 ...  2.59376915e-22
  1.08490247e-22  1.18655850e-23]",1
1772,"[ 1.13913898e-23 -1.91250927e-22  4.61216043e-23 ...  1.19976635e-22
 -1.55911027e-22  1.18555352e-22]",1
1773,"[ 2.16639099e-23 -1.56168535e-22  9.61887573e-25 ...  9.00628558e-23
 -4.30543865e-23 -2.89898973e-22]",1
1774,"[-1.03737952e-22  1.75879477e-22  6.85310259e-23 ...  1.93493165e-22
  1.70844483e-22  3.70545725e-23]",1
1775,"[ 2.12524351e-23  7.60184389e-23 -8.94372900e-23 ...  4.91498602e-23
 -1.06079649e-22 -9.04413836e-23]",1
1776,"[ 3.47752575e-22 -2.39853926e-22  1.53752336e-22 ... -1.64410421e-22
  2.67108716e-22 -5.91129308e-23]",0
1777,"[ 1.59483444e-22 -1.46214089e-22  1.22167731e-22 ...  1.39983174e-22
 -8.10381052e-23 -1.17870840e-23]",0
1778,"[ 1.05949894e-22 -2.17035313e-22 -2.21647330e-23 ... -2.78806381e-22
 -4.84913503e-24 -3.84955602e-23]",1
1779,"[-6.13726064e-23  1.23073340e-22 -1.33424360e-22 ... -1.32446362e-24
 -2.13203800e-23 -1.98020250e-24]",1
1780,"[-1.98269128e-22  3.04061647e-22  3.47577352e-22 ...  1.11366831e-22
 -2.57749593e-22  3.27434924e-22]",1
1781,"[-3.18081157e-22  2.42868916e-23 -1.30554431e-22 ...  6.94287460e-23
 -1.11848478e-23 -1.57330822e-22]",1
1782,"[ 1.49182462e-22 -5.67865370e-24 -1.45360332e-22 ...  9.73632097e-23
  2.24147791e-23 -7.67542553e-23]",1
1783,"[-1.13955863e-22  1.54940197e-22 -1.14245386e-22 ...  1.23605912e-22
 -1.83893942e-22  1.45381140e-22]",0
1784,"[ 1.12876341e-22 -1.78867148e-22  3.21828868e-22 ... -1.44896739e-23
 -1.45262578e-22 -1.63961427e-22]",0
1785,"[ 2.01236602e-22  7.73848667e-23 -1.20641977e-22 ... -2.96820279e-22
  1.38626646e-23 -7.74030474e-23]",1
1786,"[-1.75273795e-22 -1.38996457e-22 -3.42612928e-23 ...  1.62796736e-22
 -5.41771401e-23  1.38058039e-22]",1
1787,"[-4.08677323e-22 -1.25023540e-22 -2.15058404e-22 ...  3.08673156e-22
 -2.59542554e-22  3.08185353e-22]",1
1788,"[-1.74660768e-22  1.29461793e-22  9.47992501e-24 ...  1.34588306e-22
 -1.07824482e-22  3.16591099e-22]",1
1789,"[-1.89138033e-22  2.03069729e-22  6.81445059e-23 ...  4.37706721e-23
 -8.57195285e-23  1.67507389e-23]",1
1790,"[ 1.77464237e-22 -2.52248280e-23 -2.99515891e-22 ...  8.78079717e-24
 -2.04516294e-22  2.31746931e-22]",0
1791,"[-1.30897743e-22  2.53108455e-22 -2.30119941e-22 ...  1.54057212e-22
  1.49368471e-22 -1.83480707e-23]",0
1792,"[-4.11147669e-22 -1.48677916e-23  7.42539568e-23 ...  6.57196594e-23
  1.44841717e-22  1.75467044e-22]",1
1793,"[-1.03426893e-22  8.34770387e-23  3.91861405e-23 ... -9.00377751e-23
  1.22191815e-22 -9.32999107e-24]",1
1794,"[ 2.11409648e-22  7.23150557e-23  4.15958302e-22 ... -8.32981789e-23
  6.12782730e-23  3.58138688e-22]",1
1795,"[ 3.41021029e-23 -2.77579550e-22  3.42004624e-22 ... -1.86191521e-22
 -7.42752653e-23 -8.17507734e-23]",1
1796,"[ 1.15236779e-22 -1.02325240e-22  2.36324638e-22 ... -1.03687987e-22
  3.79991681e-22 -1.19032675e-22]",1
1797,"[ 9.04707042e-23 -2.45979412e-23 -6.16318297e-23 ...  5.90483523e-23
  1.18347695e-22 -5.26898466e-23]",0
1798,"[-4.14793910e-22  2.45327264e-22  1.06300767e-22 ...  3.50799842e-22
 -1.83318444e-22  1.31964920e-22]",0
1799,"[-4.12574629e-24 -4.56160996e-23  9.00471087e-23 ...  1.25000916e-22
 -3.66852212e-23  1.42358878e-22]",1
1800,"[ 5.38824711e-23 -4.92595791e-23  1.19771333e-22 ...  1.20935113e-22
 -1.36398403e-22 -3.84646183e-23]",1
1801,"[ 8.28228274e-24 -2.56406088e-24  2.00760257e-22 ...  1.62129960e-22
  1.66504796e-22 -1.46550163e-22]",1
1802,"[ 8.90183051e-23  7.76919311e-23  3.06876404e-22 ...  4.80558733e-24
  5.86214778e-24 -1.19254782e-22]",1
1803,"[ 5.95454995e-23 -7.06363436e-23  8.41841811e-23 ... -8.45187931e-23
 -1.05377170e-22 -8.32586427e-24]",1
1804,"[ 2.41208130e-23  9.35817480e-23 -1.95322912e-23 ...  6.42895021e-23
 -1.02485763e-22  2.73495475e-23]",0
1805,"[-1.42863250e-22  3.86439611e-24  2.51983165e-23 ...  4.40750337e-23
 -1.51429018e-24 -3.76946754e-23]",0
1806,"[-5.75478974e-23  1.65636165e-23  5.33067778e-23 ...  1.58199852e-23
 -1.02285317e-22 -8.34948345e-23]",1
1807,"[ 8.43297404e-24  1.72334264e-22 -8.14555433e-23 ... -9.18382818e-24
 -1.09302872e-22  3.88963719e-22]",1
1808,"[-3.25275415e-22  1.08915230e-22  4.91821574e-22 ...  4.17321113e-23
 -3.60877583e-22 -1.30653518e-22]",1
1809,"[-2.60532180e-24  7.51788145e-23  1.03561634e-22 ... -3.28885940e-23
  1.25786392e-22 -1.08814612e-22]",1
1810,"[ 2.10961841e-22 -2.58663796e-22  1.27156777e-22 ... -2.13895892e-22
  1.46723490e-22 -1.06050279e-22]",1
1811,"[ 2.52484485e-23 -2.11896759e-22  2.77174837e-22 ...  3.00673796e-22
 -2.86612360e-22  2.37106062e-23]",0
1812,"[ 2.91748293e-22 -3.42156809e-22  1.80620153e-22 ... -1.93573943e-22
  3.85451905e-23  7.41869745e-23]",0
1813,"[ 8.11684922e-23 -8.53929430e-23 -2.33181913e-23 ...  2.04897988e-22
 -3.99882879e-22 -1.35617772e-22]",1
1814,"[-1.73498252e-22  1.18049705e-22 -1.18814247e-22 ...  2.25187429e-25
  5.02407451e-23 -1.39220242e-23]",1
1815,"[-7.78623974e-23  5.04727431e-23 -1.60835742e-22 ...  2.10732619e-23
 -1.09314704e-22 -2.44775951e-23]",1
1816,"[ 2.25770304e-23 -2.58604800e-22  1.62752139e-22 ... -3.64533475e-22
 -1.18450097e-22 -1.32674971e-22]",1
1817,"[-2.09364795e-22  1.10665193e-22 -1.34171003e-22 ...  3.65419774e-24
 -6.66499088e-24 -1.15530141e-22]",1
1818,"[-1.64147663e-22  3.63332641e-23 -3.32342118e-23 ... -6.11283861e-23
 -7.63571742e-23 -1.22874507e-22]",0
1819,"[-7.49341911e-23  8.22845687e-23 -4.16723353e-24 ... -4.43052808e-23
  9.11303669e-23  1.39130154e-23]",0
1820,"[-7.07533846e-23  6.57218281e-23 -9.92079373e-23 ... -1.82566394e-22
  1.52037128e-22  1.26118970e-23]",1
1821,"[-1.03604598e-22 -7.31670149e-23 -7.57266095e-23 ... -5.26009090e-23
 -2.52890820e-23 -2.59924605e-23]",1
1822,"[ 4.02369797e-22 -3.11773467e-22  2.12205739e-22 ...  7.05437613e-23
  3.48305199e-22 -2.51977854e-22]",1
1823,"[ 2.43176072e-22 -3.91642498e-23  1.02244832e-22 ... -1.75223607e-22
 -1.26551943e-22 -2.36470178e-22]",1
1824,"[ 1.64892227e-22  6.27829256e-23 -3.22211842e-23 ... -1.40720576e-22
  9.54678625e-23 -9.60908384e-23]",1
1825,"[-1.04062584e-22  1.22003217e-22 -4.66604105e-23 ... -1.71008895e-22
 -3.11340217e-24 -8.56645790e-23]",0
1826,"[-1.54613963e-23 -5.24401058e-23 -8.89235889e-23 ...  2.46738648e-23
 -8.39055721e-23  6.18766231e-24]",0
1827,"[ 9.25841009e-24 -2.60906132e-23  5.29027664e-23 ...  3.42740161e-23
  5.24804695e-23  3.90694153e-23]",1
1828,"[ 6.20800881e-23 -1.39771527e-22  1.95586204e-22 ... -9.42638882e-23
 -3.90538066e-23  1.85462979e-22]",1
1829,"[ 1.80624116e-22 -1.58823026e-23 -5.87683615e-23 ...  1.64993284e-23
 -2.00203918e-22  1.42612960e-22]",1
1830,"[-5.67352219e-23 -6.96577377e-23 -4.61633219e-23 ...  4.80305267e-23
  6.38490439e-23 -9.38747431e-25]",1
1831,"[ 5.83887726e-23  9.73433043e-23 -1.40966307e-22 ...  3.66848012e-22
 -1.28040358e-22  2.00333694e-22]",1
1832,"[ 1.51633097e-22  5.83270602e-22  2.55223212e-22 ... -2.05149278e-22
  3.46781448e-22 -4.59587180e-22]",0
1833,"[-2.83771507e-22  2.59035987e-22  1.21772697e-22 ... -5.55018781e-23
  1.14928878e-22 -8.82577535e-23]",0
1834,"[ 1.51930975e-22 -4.32902816e-24  5.74568361e-23 ...  9.10590214e-23
 -3.89465883e-23  2.97911777e-23]",1
1835,"[-4.54887330e-23  2.97408901e-22 -1.89705024e-22 ...  6.19421183e-23
 -1.81900317e-23 -5.23302287e-23]",1
1836,"[ 2.61005124e-23 -6.23131562e-23 -1.04952861e-22 ... -1.31628775e-22
  9.52246803e-24  6.33329236e-23]",1
1837,"[ 1.38568452e-22 -1.49331691e-22  5.30740933e-23 ...  3.05570721e-23
  5.55783815e-23  7.31848294e-23]",1
1838,"[ 8.82508812e-23 -1.97445906e-23  7.83498787e-23 ...  2.28289872e-22
 -1.44439905e-22  2.55219980e-22]",1
1839,"[ 2.81523333e-22  1.76607183e-25  2.39640180e-23 ... -1.16296854e-22
  4.26115516e-22 -2.03750250e-22]",0
1840,"[ 9.92196625e-23  1.66076606e-24 -3.56078913e-22 ... -1.43416570e-22
 -2.58543222e-22  7.43786403e-23]",0
1841,"[-8.53279301e-23  5.38716115e-23 -6.28771192e-23 ... -6.07866083e-23
 -5.47285960e-22  7.00719636e-23]",1
1842,"[-1.74041584e-23 -1.88794912e-23  4.64928597e-23 ...  4.93849662e-23
 -7.36842923e-23 -3.50680728e-23]",1
1843,"[-4.24411860e-23 -5.36641701e-23 -2.33340806e-22 ...  1.43125620e-22
  2.64246544e-22  3.71543057e-22]",1
1844,"[-4.61383808e-23 -3.00446227e-23 -9.65072529e-24 ...  1.18676819e-22
 -2.24952570e-23  7.18154703e-23]",1
1845,"[-5.88849092e-23  3.88632078e-24 -1.72511617e-22 ... -1.24840421e-22
 -1.08657392e-23 -6.43948328e-24]",1
1846,"[ 2.00762477e-22 -1.16783406e-22  8.24148415e-23 ...  1.46044130e-22
 -6.48116029e-23 -7.30012312e-23]",0
1847,"[ 2.93406431e-22 -1.03416281e-22 -6.18910459e-23 ...  2.18547098e-23
 -7.04869825e-23 -5.95349884e-24]",0
1848,"[ 9.70515740e-23  3.27356403e-23  1.24088444e-22 ... -1.38291221e-22
 -2.24172333e-22  2.44015447e-23]",1
1849,"[-2.48107469e-23  8.94733280e-25  7.53108904e-23 ... -1.16066270e-22
  6.27676572e-24  6.95221021e-23]",1
1850,"[ 7.07578652e-23 -5.43001232e-23  1.00411555e-22 ... -1.21710612e-22
 -1.37987374e-23  7.62199016e-23]",1
1851,"[ 4.50641197e-24 -6.02449982e-23 -1.00708774e-22 ...  9.59979602e-23
  1.70194908e-22 -3.08779130e-22]",1
1852,"[ 2.23732429e-23  6.85364920e-23 -1.02116338e-22 ...  2.47685913e-23
  2.19305186e-22 -2.91466414e-22]",1
1853,"[ 2.32115990e-22 -4.52720061e-22  3.56927006e-23 ... -9.26089735e-24
 -3.22927222e-23  2.20866405e-22]",0
1854,"[ 1.83684542e-24  1.91451109e-22 -2.44230447e-22 ... -1.83149494e-22
  2.14814416e-22  2.53702510e-22]",0
1855,"[-4.98810196e-23  7.42275540e-23 -7.44488773e-23 ... -3.15245490e-22
 -1.23301853e-22 -1.41211465e-24]",1
1856,"[-3.19254706e-23  2.10384655e-22 -2.34677644e-22 ...  7.37455701e-23
  2.21887299e-22 -6.07087828e-23]",1
1857,"[ 2.81656088e-22  1.34786087e-22 -2.31598513e-22 ...  8.43919487e-23
 -6.17933284e-24  1.96072519e-22]",1
1858,"[-2.46958994e-22  5.51084175e-22 -3.34083393e-22 ... -9.05661458e-23
  2.58568079e-22  4.81044443e-23]",1
1859,"[ 4.51717525e-23  6.01855515e-23 -1.74689513e-22 ...  3.02335172e-23
 -6.83966395e-23 -5.71575577e-23]",1
1860,"[-7.89303108e-23 -4.39485478e-23 -5.78810860e-23 ... -6.87287337e-23
 -9.90245473e-23  2.45863856e-23]",0
1861,"[-6.80954851e-23 -8.65204270e-23 -2.95008570e-23 ...  1.05330868e-22
 -4.60713922e-23  9.58503330e-23]",0
1862,"[ 6.51258413e-23  8.72567763e-23  2.64306951e-23 ...  4.03106704e-23
 -5.61042120e-23  1.49789681e-23]",1
1863,"[-1.92492242e-22 -2.49390428e-23 -8.17768190e-23 ... -1.41264111e-22
 -1.34219146e-22  8.64077080e-23]",1
1864,"[-3.28804724e-22 -1.94779799e-22  1.65936618e-22 ... -8.34323123e-24
  2.63275609e-22  1.49023397e-22]",1
1865,"[ 3.74098492e-23 -2.05942182e-23  1.71866120e-22 ...  2.48268407e-22
  1.49311015e-22  1.16494886e-23]",1
1866,"[-1.86506262e-22  2.76134640e-22 -4.45283507e-22 ...  3.09825025e-22
 -9.23184108e-24 -9.08507932e-23]",1
1867,"[ 1.08853938e-22  8.84018539e-23 -1.59518389e-22 ...  2.32423909e-22
 -6.68575426e-23 -8.76820977e-23]",0
1868,"[ 2.00093277e-22 -8.82263268e-23 -2.24065195e-23 ... -5.24574132e-23
  1.03965816e-22  8.82974210e-23]",0
1869,"[ 1.14095845e-22  1.35343001e-22  1.05971535e-22 ... -1.63434612e-22
 -7.07368483e-23  5.47555244e-24]",1
1870,"[-1.16136637e-23 -2.59029450e-23  9.50656648e-24 ... -1.45186893e-22
  7.47216481e-23  4.46118367e-23]",1
1871,"[-4.21447639e-22  4.18724669e-22 -1.97560873e-22 ...  6.61678158e-23
 -2.27249926e-22  1.83047438e-22]",1
1872,"[-2.07557986e-23 -2.99750594e-22  2.45759342e-22 ...  6.42788007e-23
  1.24474108e-23 -1.27166156e-23]",1
1873,"[-1.54167996e-22  1.33409322e-22 -1.68535383e-22 ...  2.29170566e-22
 -3.74890126e-23 -1.32563008e-22]",1
1874,"[ 8.36347254e-24  4.96564254e-23 -1.44673898e-22 ... -1.62797574e-22
 -1.23587770e-22  1.74394551e-22]",0
1875,"[-1.23176174e-22  2.74410505e-22  1.60191664e-22 ... -2.40182526e-23
  1.28573896e-22 -1.37597984e-22]",0
